Output format: module | schema name (class + field) | field offset
Schema: client.dll | CSPerRoundStats_t->m_iAssists | 0X000038
Schema: client.dll | CSPerRoundStats_t->m_iDamage | 0X00003C
Schema: client.dll | CSPerRoundStats_t->m_iEquipmentValue | 0X000040
Schema: client.dll | CSPerRoundStats_t->m_iMoneySaved | 0X000044
Schema: client.dll | CSPerRoundStats_t->m_iKillReward | 0X000048
Schema: client.dll | CSPerRoundStats_t->m_iLiveTime | 0X00004C
Schema: client.dll | CSPerRoundStats_t->m_iHeadShotKills | 0X000050
Schema: client.dll | CSPerRoundStats_t->m_iObjective | 0X000054
Schema: client.dll | CSPerRoundStats_t->m_iCashEarned | 0X000058
Schema: client.dll | CSPerRoundStats_t->m_iUtilityDamage | 0X00005C
Schema: client.dll | CSPerRoundStats_t->m_iEnemiesFlashed | 0X000060
Schema: client.dll | CSMatchStats_t->m_iEnemy5Ks | 0X000068
Schema: client.dll | CSMatchStats_t->m_iEnemy4Ks | 0X00006C
Schema: client.dll | CSMatchStats_t->m_iEnemy3Ks | 0X000070
Schema: client.dll | C_CSGO_TeamPreviewCharacterPosition->m_nOrdinal | 0X000538
Schema: client.dll | C_CSGO_TeamPreviewCharacterPosition->m_sWeaponName | 0X000540
Schema: client.dll | C_CSGO_TeamPreviewCharacterPosition->m_xuid | 0X000548
Schema: client.dll | C_CSGO_TeamPreviewCharacterPosition->m_weaponItem | 0X000550
Schema: client.dll | CCSPlayer_ActionTrackingServices->m_bIsRescuing | 0X000040
Schema: client.dll | CCSPlayer_ActionTrackingServices->m_iWeaponPurchasesThisMatch | 0X000044
Schema: client.dll | CCSPlayer_ActionTrackingServices->m_iWeaponPurchasesThisRound | 0X000444
Schema: client.dll | C_PlayerPing->m_hPlayer | 0X000568
Schema: client.dll | C_PlayerPing->m_hPingedEntity | 0X00056C
Schema: client.dll | C_PlayerPing->m_iType | 0X000570
Schema: client.dll | C_PlayerPing->m_bUrgent | 0X000574
Schema: client.dll | C_PlayerPing->m_szPlaceName | 0X000575
Schema: client.dll | CCSPlayer_PingServices->m_hPlayerPing | 0X000040
Schema: client.dll | C_CSPlayerResource->m_bHostageAlive | 0X000538
Schema: client.dll | C_CSPlayerResource->m_isHostageFollowingSomeone | 0X000544
Schema: client.dll | C_CSPlayerResource->m_iHostageEntityIDs | 0X000550
Schema: client.dll | C_CSPlayerResource->m_bombsiteCenterA | 0X000580
Schema: client.dll | C_CSPlayerResource->m_bombsiteCenterB | 0X00058C
Schema: client.dll | C_CSPlayerResource->m_hostageRescueX | 0X000598
Schema: client.dll | C_CSPlayerResource->m_hostageRescueY | 0X0005A8
Schema: client.dll | C_CSPlayerResource->m_hostageRescueZ | 0X0005B8
Schema: client.dll | C_CSPlayerResource->m_bEndMatchNextMapAllVoted | 0X0005C8
Schema: client.dll | C_CSPlayerResource->m_foundGoalPositions | 0X0005C9
Schema: client.dll | CCSPlayer_BulletServices->m_totalHitsOnServer | 0X000040
Schema: client.dll | CCSPlayer_CameraServices->m_flLastShotFOV | 0X000248
Schema: client.dll | CCSPlayer_CameraServices->m_flDeathCamTilt | 0X00024C
Schema: client.dll | CCSPlayer_HostageServices->m_hCarriedHostage | 0X000040
Schema: client.dll | CCSPlayer_HostageServices->m_hCarriedHostageProp | 0X000044
Schema: client.dll | CCSPlayer_ItemServices->m_bHasDefuser | 0X000040
Schema: client.dll | CCSPlayer_ItemServices->m_bHasHelmet | 0X000041
Schema: client.dll | CCSPlayer_ItemServices->m_bHasHeavyArmor | 0X000042
Schema: client.dll | CCSPlayer_MovementServices->m_flMaxFallVelocity | 0X0001F8
Schema: client.dll | CCSPlayer_MovementServices->m_vecLadderNormal | 0X0001FC
Schema: client.dll | CCSPlayer_MovementServices->m_nLadderSurfacePropIndex | 0X000208
Schema: client.dll | CCSPlayer_MovementServices->m_bAllowAutoMovement | 0X00020C
Schema: client.dll | CCSPlayer_MovementServices->m_flDuckAmount | 0X000210
Schema: client.dll | CCSPlayer_MovementServices->m_flDuckSpeed | 0X000214
Schema: client.dll | CCSPlayer_MovementServices->m_bDuckOverride | 0X000218
Schema: client.dll | CCSPlayer_MovementServices->m_flDuckOffset | 0X00021C
Schema: client.dll | CCSPlayer_MovementServices->m_nDuckTimeMsecs | 0X000220
Schema: client.dll | CCSPlayer_MovementServices->m_nDuckJumpTimeMsecs | 0X000224
Schema: client.dll | CCSPlayer_MovementServices->m_nJumpTimeMsecs | 0X000228
Schema: client.dll | CCSPlayer_MovementServices->m_flLastDuckTime | 0X00022C
Schema: client.dll | CCSPlayer_MovementServices->m_vecLastPositionAtFullCrouchSpeed | 0X000238
Schema: client.dll | CCSPlayer_MovementServices->m_duckUntilOnGround | 0X000240
Schema: client.dll | CCSPlayer_MovementServices->m_bHasWalkMovedSinceLastJump | 0X000241
Schema: client.dll | CCSPlayer_MovementServices->m_bInStuckTest | 0X000242
Schema: client.dll | CCSPlayer_MovementServices->m_CachedGetPointContents | 0X000248
Schema: client.dll | CCSPlayer_MovementServices->m_CachedGetPointContentsPoint | 0X000848
Schema: client.dll | CCSPlayer_MovementServices->m_flStuckCheckTime | 0X001150
Schema: client.dll | CCSPlayer_MovementServices->m_nTraceCount | 0X001350
Schema: client.dll | CCSPlayer_MovementServices->m_StuckLast | 0X001354
Schema: client.dll | CCSPlayer_MovementServices->m_bSpeedCropped | 0X001358
Schema: client.dll | CCSPlayer_MovementServices->m_nOldWaterLevel | 0X00135C
Schema: client.dll | CCSPlayer_MovementServices->m_flWaterEntryTime | 0X001360
Schema: client.dll | CCSPlayer_MovementServices->m_vecForward | 0X001364
Schema: client.dll | CCSPlayer_MovementServices->m_vecLeft | 0X001370
Schema: client.dll | CCSPlayer_MovementServices->m_vecUp | 0X00137C
Schema: client.dll | CCSPlayer_MovementServices->m_vecPreviouslyPredictedOrigin | 0X001388
Schema: client.dll | CCSPlayer_MovementServices->m_bOldJumpPressed | 0X001394
Schema: client.dll | CCSPlayer_MovementServices->m_flJumpUntil | 0X001398
Schema: client.dll | CCSPlayer_MovementServices->m_flJumpVel | 0X00139C
Schema: client.dll | CCSPlayer_MovementServices->m_fStashGrenadeParameterWhen | 0X0013A0
Schema: client.dll | CCSPlayer_MovementServices->m_bUpdatePredictedOriginAfterDataUpdate | 0X0013A4
Schema: client.dll | CCSPlayer_ObserverServices->m_hLastObserverTarget | 0X000058
Schema: client.dll | CCSPlayer_ObserverServices->m_vecObserverInterpolateOffset | 0X00005C
Schema: client.dll | CCSPlayer_ObserverServices->m_vecObserverInterpStartPos | 0X000068
Schema: client.dll | CCSPlayer_ObserverServices->m_flObsInterp_PathLength | 0X000074
Schema: client.dll | CCSPlayer_ObserverServices->m_qObsInterp_OrientationStart | 0X000080
Schema: client.dll | CCSPlayer_ObserverServices->m_qObsInterp_OrientationTravelDir | 0X000090
Schema: client.dll | CCSPlayer_ObserverServices->m_obsInterpState | 0X0000A0
Schema: client.dll | CCSPlayer_ObserverServices->m_bObserverInterpolationNeedsDeferredSetup | 0X0000A4
Schema: client.dll | CCSPlayer_ObserverServices->m_nLastKillerDamageTaken | 0X0000A8
Schema: client.dll | CCSPlayer_ObserverServices->m_nLastKillerHitsTaken | 0X0000AC
Schema: client.dll | CCSPlayer_ObserverServices->m_nLastKillerDamageGiven | 0X0000B0
Schema: client.dll | CCSPlayer_ObserverServices->m_nLastKillerHitsGiven | 0X0000B4
Schema: client.dll | CCSPlayer_ObserverServices->m_nLastKillerActualDamageGiven | 0X0000B8
Schema: client.dll | CCSPlayer_ObserverServices->m_nLastKillerActualDamageTaken | 0X0000BC
Schema: client.dll | CCSPlayer_ObserverServices->m_bCanShowDeathPanelNow | 0X0000C0
Schema: client.dll | CCSPlayer_ObserverServices->m_bWasShowingDeathPanel | 0X0000C1
Schema: client.dll | CCSPlayer_ViewModelServices->m_hViewModel | 0X000040
Schema: client.dll | CCSPlayer_WaterServices->m_flWaterJumpTime | 0X000040
Schema: client.dll | CCSPlayer_WaterServices->m_vecWaterJumpVel | 0X000044
Schema: client.dll | CCSPlayer_WaterServices->m_flSwimSoundTime | 0X000050
Schema: client.dll | CCSPlayer_WeaponServices->m_flNextAttack | 0X0000A8
Schema: client.dll | CCSPlayer_WeaponServices->m_bIsLookingAtWeapon | 0X0000AC
Schema: client.dll | CCSPlayer_WeaponServices->m_bIsHoldingLookAtWeapon | 0X0000AD
Schema: client.dll | CCSPlayerController_ActionTrackingServices->m_perRoundStats | 0X000040
Schema: client.dll | CCSPlayerController_ActionTrackingServices->m_matchStats | 0X000090
Schema: client.dll | CCSPlayerController_ActionTrackingServices->m_iNumRoundKills | 0X000108
Schema: client.dll | CCSPlayerController_ActionTrackingServices->m_iNumRoundKillsHeadshots | 0X00010C
Schema: client.dll | CDamageRecord->m_PlayerDamager | 0X000028
Schema: client.dll | CDamageRecord->m_PlayerRecipient | 0X00002C
Schema: client.dll | CDamageRecord->m_hPlayerControllerDamager | 0X000030
Schema: client.dll | CDamageRecord->m_hPlayerControllerRecipient | 0X000034
Schema: client.dll | CDamageRecord->m_szPlayerDamagerName | 0X000038
Schema: client.dll | CDamageRecord->m_szPlayerRecipientName | 0X000040
Schema: client.dll | CDamageRecord->m_DamagerXuid | 0X000048
Schema: client.dll | CDamageRecord->m_RecipientXuid | 0X000050
Schema: client.dll | CDamageRecord->m_iDamage | 0X000058
Schema: client.dll | CDamageRecord->m_iActualHealthRemoved | 0X00005C
Schema: client.dll | CDamageRecord->m_iNumHits | 0X000060
Schema: client.dll | CDamageRecord->m_iLastBulletUpdate | 0X000064
Schema: client.dll | CDamageRecord->m_bIsOtherEnemy | 0X000068
Schema: client.dll | CDamageRecord->m_killType | 0X000069
Schema: client.dll | CCSPlayerController_DamageServices->m_nSendUpdate | 0X000040
Schema: client.dll | CCSPlayerController_DamageServices->m_nCachedSendUpdate | 0X000044
Schema: client.dll | CCSPlayerController_DamageServices->m_DamageList | 0X000048
Schema: client.dll | CCSPlayerController_InGameMoneyServices->m_iAccount | 0X000040
Schema: client.dll | CCSPlayerController_InGameMoneyServices->m_iStartAccount | 0X000044
Schema: client.dll | CCSPlayerController_InGameMoneyServices->m_iTotalCashSpent | 0X000048
Schema: client.dll | CCSPlayerController_InGameMoneyServices->m_iCashSpentThisRound | 0X00004C
Schema: client.dll | CCSPlayerController_InGameMoneyServices->m_nPreviousAccount | 0X000050
Schema: client.dll | CCSPlayerController_InventoryServices->m_unMusicID | 0X000040
Schema: client.dll | CCSPlayerController_InventoryServices->m_rank | 0X000044
Schema: client.dll | CCSPlayerController_InventoryServices->m_nPersonaDataPublicLevel | 0X00005C
Schema: client.dll | CCSPlayerController_InventoryServices->m_nPersonaDataPublicCommendsLeader | 0X000060
Schema: client.dll | CCSPlayerController_InventoryServices->m_nPersonaDataPublicCommendsTeacher | 0X000064
Schema: client.dll | CCSPlayerController_InventoryServices->m_nPersonaDataPublicCommendsFriendly | 0X000068
Schema: client.dll | CCSPlayerController_InventoryServices->m_vecTerroristLoadoutCache | 0X000070
Schema: client.dll | CCSPlayerController_InventoryServices->m_vecCounterTerroristLoadoutCache | 0X0000C0
Schema: client.dll | C_SurvivalGameRules->m_vecPlayAreaMins | 0X000008
Schema: client.dll | C_SurvivalGameRules->m_vecPlayAreaMaxs | 0X000014
Schema: client.dll | C_SurvivalGameRules->m_iPlayerSpawnHexIndices | 0X000020
Schema: client.dll | C_SurvivalGameRules->m_SpawnTileState | 0X000120
Schema: client.dll | C_SurvivalGameRules->m_flSpawnSelectionTimeStartCurrentStage | 0X000200
Schema: client.dll | C_SurvivalGameRules->m_flSpawnSelectionTimeEndCurrentStage | 0X000204
Schema: client.dll | C_SurvivalGameRules->m_flSpawnSelectionTimeEndLastStage | 0X000208
Schema: client.dll | C_SurvivalGameRules->m_spawnStage | 0X00020C
Schema: client.dll | C_SurvivalGameRules->m_flTabletHexOriginX | 0X000210
Schema: client.dll | C_SurvivalGameRules->m_flTabletHexOriginY | 0X000214
Schema: client.dll | C_SurvivalGameRules->m_flTabletHexSize | 0X000218
Schema: client.dll | C_SurvivalGameRules->m_roundData_playerXuids | 0X000220
Schema: client.dll | C_SurvivalGameRules->m_roundData_playerPositions | 0X000420
Schema: client.dll | C_SurvivalGameRules->m_roundData_playerTeams | 0X000520
Schema: client.dll | C_SurvivalGameRules->m_SurvivalGameRuleDecisionTypes | 0X000620
Schema: client.dll | C_SurvivalGameRules->m_SurvivalGameRuleDecisionValues | 0X000660
Schema: client.dll | C_SurvivalGameRules->m_flSurvivalStartTime | 0X0006A0
Schema: client.dll | C_SurvivalGameRules->m_flLastThinkTime | 0X0006A4
Schema: client.dll | C_DangerZone->m_vecDangerZoneOriginStartedAt | 0X000538
Schema: client.dll | C_DangerZone->m_flBombLaunchTime | 0X000544
Schema: client.dll | C_DangerZone->m_flExtraRadius | 0X000548
Schema: client.dll | C_DangerZone->m_flExtraRadiusStartTime | 0X00054C
Schema: client.dll | C_DangerZone->m_flExtraRadiusTotalLerpTime | 0X000550
Schema: client.dll | C_DangerZone->m_nDropOrder | 0X000554
Schema: client.dll | C_DangerZone->m_iWave | 0X000558
Schema: client.dll | C_DangerZoneController->m_bDangerZoneControllerEnabled | 0X000538
Schema: client.dll | C_DangerZoneController->m_bMissionControlledExplosions | 0X000539
Schema: client.dll | C_DangerZoneController->m_vecEndGameCircleStart | 0X00053C
Schema: client.dll | C_DangerZoneController->m_vecEndGameCircleEnd | 0X000548
Schema: client.dll | C_DangerZoneController->m_flStartTime | 0X000554
Schema: client.dll | C_DangerZoneController->m_flFinalExpansionTime | 0X000558
Schema: client.dll | C_DangerZoneController->m_DangerZones | 0X00055C
Schema: client.dll | C_DangerZoneController->m_flWaveEndTimes | 0X000604
Schema: client.dll | C_DangerZoneController->m_hTheFinalZone | 0X000618
Schema: client.dll | C_GrassBurn->m_flGrassBurnClearTime | 0X000538
Schema: client.dll | C_GrassBurn->m_bClientPendingClear | 0X00053C
Schema: client.dll | C_GrassBurn->m_flGrassBurnClearTimeLocal | 0X000540
Schema: client.dll | C_GrassBurn->m_vecGrassBurnPositions | 0X000548
Schema: client.dll | C_IronSightController->m_bIronSightAvailable | 0X000010
Schema: client.dll | C_IronSightController->m_flIronSightAmount | 0X000014
Schema: client.dll | C_IronSightController->m_flIronSightAmountGained | 0X000018
Schema: client.dll | C_IronSightController->m_flIronSightAmountBiased | 0X00001C
Schema: client.dll | C_IronSightController->m_flIronSightAmount_Interpolated | 0X000020
Schema: client.dll | C_IronSightController->m_flIronSightAmountGained_Interpolated | 0X000024
Schema: client.dll | C_IronSightController->m_flIronSightAmountBiased_Interpolated | 0X000028
Schema: client.dll | C_IronSightController->m_flInterpolationLastUpdated | 0X00002C
Schema: client.dll | C_IronSightController->m_angDeltaAverage | 0X000030
Schema: client.dll | C_IronSightController->m_angViewLast | 0X000090
Schema: client.dll | C_IronSightController->m_vecDotCoords | 0X00009C
Schema: client.dll | C_IronSightController->m_flDotBlur | 0X0000A4
Schema: client.dll | C_IronSightController->m_flSpeedRatio | 0X0000A8
Schema: client.dll | CompositeMaterialMatchFilter_t->m_nCompositeMaterialMatchFilterType | 0X000000
Schema: client.dll | CompositeMaterialMatchFilter_t->m_strMatchFilter | 0X000008
Schema: client.dll | CompositeMaterialMatchFilter_t->m_strMatchValue | 0X000010
Schema: client.dll | CompositeMaterialMatchFilter_t->m_bPassWhenTrue | 0X000018
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_strName | 0X000000
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_bExposeExternally | 0X000008
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_strExposedFriendlyName | 0X000010
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_strExposedFriendlyGroupName | 0X000018
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_nVariableType | 0X000020
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_bValueBoolean | 0X000024
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_nValueIntX | 0X000028
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_nValueIntY | 0X00002C
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_nValueIntZ | 0X000030
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_nValueIntW | 0X000034
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_bHasFloatBounds | 0X000038
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_flValueFloatX | 0X00003C
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_flValueFloatX_Min | 0X000040
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_flValueFloatX_Max | 0X000044
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_flValueFloatY | 0X000048
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_flValueFloatY_Min | 0X00004C
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_flValueFloatY_Max | 0X000050
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_flValueFloatZ | 0X000054
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_flValueFloatZ_Min | 0X000058
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_flValueFloatZ_Max | 0X00005C
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_flValueFloatW | 0X000060
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_flValueFloatW_Min | 0X000064
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_flValueFloatW_Max | 0X000068
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_cValueColor4 | 0X00006C
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_nValueSystemVar | 0X000070
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_strResourceMaterial | 0X000078
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_strTextureContentAssetPath | 0X000158
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_strTextureRuntimeResourcePath | 0X000160
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_strTextureCompilationVtexTemplate | 0X000240
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_nTextureType | 0X000248
Schema: client.dll | CompositeMaterialInputLooseVariable_t->m_strString | 0X000250
Schema: client.dll | CompMatMutatorCondition_t->m_nMutatorCondition | 0X000000
Schema: client.dll | CompMatMutatorCondition_t->m_strMutatorConditionContainerName | 0X000008
Schema: client.dll | CompMatMutatorCondition_t->m_strMutatorConditionContainerVarName | 0X000010
Schema: client.dll | CompMatMutatorCondition_t->m_strMutatorConditionContainerVarValue | 0X000018
Schema: client.dll | CompMatMutatorCondition_t->m_bPassWhenTrue | 0X000020
Schema: client.dll | CompMatPropertyMutator_t->m_bEnabled | 0X000000
Schema: client.dll | CompMatPropertyMutator_t->m_nMutatorCommandType | 0X000004
Schema: client.dll | CompMatPropertyMutator_t->m_strInitWith_Container | 0X000008
Schema: client.dll | CompMatPropertyMutator_t->m_strCopyProperty_InputContainerSrc | 0X000010
Schema: client.dll | CompMatPropertyMutator_t->m_strCopyProperty_InputContainerProperty | 0X000018
Schema: client.dll | CompMatPropertyMutator_t->m_strCopyProperty_TargetProperty | 0X000020
Schema: client.dll | CompMatPropertyMutator_t->m_strRandomRollInputVars_SeedInputVar | 0X000028
Schema: client.dll | CompMatPropertyMutator_t->m_vecRandomRollInputVars_InputVarsToRoll | 0X000030
Schema: client.dll | CompMatPropertyMutator_t->m_strCopyMatchingKeys_InputContainerSrc | 0X000048
Schema: client.dll | CompMatPropertyMutator_t->m_strCopyKeysWithSuffix_InputContainerSrc | 0X000050
Schema: client.dll | CompMatPropertyMutator_t->m_strCopyKeysWithSuffix_FindSuffix | 0X000058
Schema: client.dll | CompMatPropertyMutator_t->m_strCopyKeysWithSuffix_ReplaceSuffix | 0X000060
Schema: client.dll | CompMatPropertyMutator_t->m_nSetValue_Value | 0X000068
Schema: client.dll | CompMatPropertyMutator_t->m_strGenerateTexture_TargetParam | 0X0002C0
Schema: client.dll | CompMatPropertyMutator_t->m_strGenerateTexture_InitialContainer | 0X0002C8
Schema: client.dll | CompMatPropertyMutator_t->m_nResolution | 0X0002D0
Schema: client.dll | CompMatPropertyMutator_t->m_bSplatDebugInfo | 0X0002D4
Schema: client.dll | CompMatPropertyMutator_t->m_bCaptureInRenderDoc | 0X0002D5
Schema: client.dll | CompMatPropertyMutator_t->m_vecTexGenInstructions | 0X0002D8
Schema: client.dll | CompMatPropertyMutator_t->m_vecConditionalMutators | 0X0002F0
Schema: client.dll | CompMatPropertyMutator_t->m_strPopInputQueue_Container | 0X000308
Schema: client.dll | CompMatPropertyMutator_t->m_strDrawText_InputContainerSrc | 0X000310
Schema: client.dll | CompMatPropertyMutator_t->m_strDrawText_InputContainerProperty | 0X000318
Schema: client.dll | CompMatPropertyMutator_t->m_vecDrawText_Position | 0X000320
Schema: client.dll | CompMatPropertyMutator_t->m_vecConditions | 0X000328
Schema: client.dll | CompositeMaterialInputContainer_t->m_bEnabled | 0X000000
Schema: client.dll | CompositeMaterialInputContainer_t->m_nCompositeMaterialInputContainerSourceType | 0X000004
Schema: client.dll | CompositeMaterialInputContainer_t->m_strSpecificContainerMaterial | 0X000008
Schema: client.dll | CompositeMaterialInputContainer_t->m_strAttrName | 0X0000E8
Schema: client.dll | CompositeMaterialInputContainer_t->m_strAlias | 0X0000F0
Schema: client.dll | CompositeMaterialInputContainer_t->m_vecLooseVariables | 0X0000F8
Schema: client.dll | CompositeMaterialInputContainer_t->m_strAttrNameForVar | 0X000110
Schema: client.dll | CompositeMaterialInputContainer_t->m_bExposeExternally | 0X000118
Schema: client.dll | CompositeMaterialAssemblyProcedure_t->m_vecCompMatIncludes | 0X000000
Schema: client.dll | CompositeMaterialAssemblyProcedure_t->m_vecMatchFilters | 0X000018
Schema: client.dll | CompositeMaterialAssemblyProcedure_t->m_vecCompositeInputContainers | 0X000030
Schema: client.dll | CompositeMaterialAssemblyProcedure_t->m_vecPropertyMutators | 0X000048
Schema: client.dll | GeneratedTextureHandle_t->m_strBitmapName | 0X000008
Schema: client.dll | CompositeMaterial_t->m_TargetKVs | 0X000008
Schema: client.dll | CompositeMaterial_t->m_PreGenerationKVs | 0X000018
Schema: client.dll | CompositeMaterial_t->m_FinalKVs | 0X000028
Schema: client.dll | CompositeMaterial_t->m_vecGeneratedTextures | 0X000040
Schema: client.dll | CompositeMaterialEditorPoint_t->m_ModelName | 0X000000
Schema: client.dll | CompositeMaterialEditorPoint_t->m_nSequenceIndex | 0X0000E0
Schema: client.dll | CompositeMaterialEditorPoint_t->m_flCycle | 0X0000E4
Schema: client.dll | CompositeMaterialEditorPoint_t->m_KVModelStateChoices | 0X0000E8
Schema: client.dll | CompositeMaterialEditorPoint_t->m_bEnableChildModel | 0X0000F8
Schema: client.dll | CompositeMaterialEditorPoint_t->m_ChildModelName | 0X000100
Schema: client.dll | CompositeMaterialEditorPoint_t->m_vecCompositeMaterialAssemblyProcedures | 0X0001E0
Schema: client.dll | CompositeMaterialEditorPoint_t->m_vecCompositeMaterials | 0X0001F8
Schema: client.dll | CCompositeMaterialEditorDoc->m_nVersion | 0X000008
Schema: client.dll | CCompositeMaterialEditorDoc->m_Points | 0X000010
Schema: client.dll | CCompositeMaterialEditorDoc->m_KVthumbnail | 0X000028
Schema: client.dll | CGlobalLightBase->m_bSpotLight | 0X000010
Schema: client.dll | CGlobalLightBase->m_SpotLightOrigin | 0X000014
Schema: client.dll | CGlobalLightBase->m_SpotLightAngles | 0X000020
Schema: client.dll | CGlobalLightBase->m_ShadowDirection | 0X00002C
Schema: client.dll | CGlobalLightBase->m_AmbientDirection | 0X000038
Schema: client.dll | CGlobalLightBase->m_SpecularDirection | 0X000044
Schema: client.dll | CGlobalLightBase->m_InspectorSpecularDirection | 0X000050
Schema: client.dll | CGlobalLightBase->m_flSpecularPower | 0X00005C
Schema: client.dll | CGlobalLightBase->m_flSpecularIndependence | 0X000060
Schema: client.dll | CGlobalLightBase->m_SpecularColor | 0X000064
Schema: client.dll | CGlobalLightBase->m_bStartDisabled | 0X000068
Schema: client.dll | CGlobalLightBase->m_bEnabled | 0X000069
Schema: client.dll | CGlobalLightBase->m_LightColor | 0X00006A
Schema: client.dll | CGlobalLightBase->m_AmbientColor1 | 0X00006E
Schema: client.dll | CGlobalLightBase->m_AmbientColor2 | 0X000072
Schema: client.dll | CGlobalLightBase->m_AmbientColor3 | 0X000076
Schema: client.dll | CGlobalLightBase->m_flSunDistance | 0X00007C
Schema: client.dll | CGlobalLightBase->m_flFOV | 0X000080
Schema: client.dll | CGlobalLightBase->m_flNearZ | 0X000084
Schema: client.dll | CGlobalLightBase->m_flFarZ | 0X000088
Schema: client.dll | CGlobalLightBase->m_bEnableShadows | 0X00008C
Schema: client.dll | CGlobalLightBase->m_bOldEnableShadows | 0X00008D
Schema: client.dll | CGlobalLightBase->m_bBackgroundClearNotRequired | 0X00008E
Schema: client.dll | CGlobalLightBase->m_flCloudScale | 0X000090
Schema: client.dll | CGlobalLightBase->m_flCloud1Speed | 0X000094
Schema: client.dll | CGlobalLightBase->m_flCloud1Direction | 0X000098
Schema: client.dll | CGlobalLightBase->m_flCloud2Speed | 0X00009C
Schema: client.dll | CGlobalLightBase->m_flCloud2Direction | 0X0000A0
Schema: client.dll | CGlobalLightBase->m_flAmbientScale1 | 0X0000A4
Schema: client.dll | CGlobalLightBase->m_flAmbientScale2 | 0X0000A8
Schema: client.dll | CGlobalLightBase->m_flGroundScale | 0X0000AC
Schema: client.dll | CGlobalLightBase->m_flLightScale | 0X0000B0
Schema: client.dll | CGlobalLightBase->m_flFoWDarkness | 0X0000B4
Schema: client.dll | CGlobalLightBase->m_bEnableSeparateSkyboxFog | 0X0000B8
Schema: client.dll | CGlobalLightBase->m_vFowColor | 0X0000BC
Schema: client.dll | CGlobalLightBase->m_ViewOrigin | 0X0000C8
Schema: client.dll | CGlobalLightBase->m_ViewAngles | 0X0000D4
Schema: client.dll | CGlobalLightBase->m_flViewFoV | 0X0000E0
Schema: client.dll | CGlobalLightBase->m_WorldPoints | 0X0000E4
Schema: client.dll | CGlobalLightBase->m_vFogOffsetLayer0 | 0X0004A8
Schema: client.dll | CGlobalLightBase->m_vFogOffsetLayer1 | 0X0004B0
Schema: client.dll | CGlobalLightBase->m_hEnvWind | 0X0004B8
Schema: client.dll | CGlobalLightBase->m_hEnvSky | 0X0004BC
Schema: client.dll | C_GlobalLight->m_WindClothForceHandle | 0X000A00
Schema: client.dll | C_CSGO_MapPreviewCameraPathNode->m_szParentPathUniqueID | 0X000538
Schema: client.dll | C_CSGO_MapPreviewCameraPathNode->m_nPathIndex | 0X000540
Schema: client.dll | C_CSGO_MapPreviewCameraPathNode->m_vInTangentLocal | 0X000544
Schema: client.dll | C_CSGO_MapPreviewCameraPathNode->m_vOutTangentLocal | 0X000550
Schema: client.dll | C_CSGO_MapPreviewCameraPathNode->m_flFOV | 0X00055C
Schema: client.dll | C_CSGO_MapPreviewCameraPathNode->m_flSpeed | 0X000560
Schema: client.dll | C_CSGO_MapPreviewCameraPathNode->m_flEaseIn | 0X000564
Schema: client.dll | C_CSGO_MapPreviewCameraPathNode->m_flEaseOut | 0X000568
Schema: client.dll | C_CSGO_MapPreviewCameraPathNode->m_vInTangentWorld | 0X00056C
Schema: client.dll | C_CSGO_MapPreviewCameraPathNode->m_vOutTangentWorld | 0X000578
Schema: client.dll | C_CSGO_MapPreviewCameraPath->m_flZFar | 0X000538
Schema: client.dll | C_CSGO_MapPreviewCameraPath->m_flZNear | 0X00053C
Schema: client.dll | C_CSGO_MapPreviewCameraPath->m_bLoop | 0X000540
Schema: client.dll | C_CSGO_MapPreviewCameraPath->m_bVerticalFOV | 0X000541
Schema: client.dll | C_CSGO_MapPreviewCameraPath->m_bConstantSpeed | 0X000542
